startup_id,canonical_name,bio_theme,mscale,mscale_name,mscale_x,mparadigm,confidence,data_source,mscale_scores,top_keywords,one_liner
polybion,Polybion,Biomaterials & Circular Economy,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
poas_bioenergy,Poás Bioenergy,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 6}",,Residue-to-energy and biochar platform.
praxis-biotech-cl,Praxis Biotech,Therapeutics,1,Molecular,-12.0,1.0,medium,primary,"{1: 3, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0}",drug discovery,"Drug discovery company targeting apoptosis and cell survival pathways for cancer and neurodegenerative diseases, spun fr"
pregen,PreGen,Diagnostics & Health Access,1,Molecular,-12.0,3.0,low,primary,"{1: 7, 2: 0, 3: 7, 4: 0, 5: 2, 6: 2}",genomic,Affordable genomic cancer prognosis tests.
precision_ag,Precision Ag,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 12, 6: 7}",field; crop management; crop monitoring,Agricultural drone spraying and crop-monitoring services.
produzindo-certo,Produzindo Certo,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 9, 6: 2}",agribusiness; agricultural production,Agribusiness transparency and compliance platform.
progal,Progal,Food Systems & Alt Proteins,4,Lote/Producto,2.4,2.0,medium,primary,"{1: 0, 2: 0, 3: 0, 4: 6, 5: 0, 6: 3}",food ingredient; food ingredient,
promip,Promip,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 8, 6: 2}",pest management,Biological pest-control products and integrated pest management.
protiva,Protiva,Biomaterials & Circular Economy,4,Lote/Producto,2.4,1.8,high,primary,"{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0}",,Bio-based colors for textile processes.
puna_bio,Puna Bio,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.57,low,primary,"{1: 2, 2: 5, 3: 5, 4: 0, 5: 7, 6: 7}",field,Extremophile microbial seed treatments for crop resilience.
qnity,Qnity,Therapeutics,1,Molecular,-12.0,2.33,high,primary,"{1: 5, 2: 0, 3: 2, 4: 2, 5: 2, 6: 0}",drug discovery,Quantum-electrochemical molecular screening for drug discovery.
quantis-br,Quantis,Therapeutics,1,Molecular,-12.0,2.0,low,primary,"{1: 3, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",protein ,
qumir_nano,Qumir Nano,Bioinputs & Crop Resilience,1,Molecular,-12.0,1.5,medium,primary,"{1: 10, 2: 2, 3: 2, 4: 8, 5: 4, 6: 2}",metabolit; cell-free,Microbial-metabolite nanodelivery platform for crop inputs.
recepta_biopharma,RECEPTA Biopharma,Therapeutics,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 6, 4: 0, 5: 0, 6: 0}",therapeutic ; oncology,
rnatech-ar,RNAtech,Food Systems & Alt Proteins,1,Molecular,-12.0,2.0,low,primary,"{1: 3, 2: 0, 3: 0, 4: 3, 5: 0, 6: 0}", rna ,Discovers RNA-based bioactive functional ingredients from natural sources using the Serkanto-AI platform for supplements
radbio,Radbio,Therapeutics,3,Organismo,-2.4,2.0,medium,primary,"{1: 3, 2: 0, 3: 9, 4: 0, 5: 2, 6: 5}",therapeutic ,TGF-beta biologic therapeutics for fibrosis and cancer.
radial,Radial,Biomaterials & Circular Economy,2,Celular,-7.2,1.57,low,primary,"{1: 0, 2: 2, 3: 0, 4: 2, 5: 0, 6: 2}",,Fungal biomaterials made from residues.
reddot-bio-br,Reddot Bio,Farm Intelligence,3,Organismo,-2.4,2.0,low,primary,"{1: 3, 2: 0, 3: 6, 4: 0, 5: 6, 6: 0}",animal health; point-of-care,
resistia,Resistia,Therapeutics,3,Organismo,-2.4,2.0,medium,primary,"{1: 2, 2: 0, 3: 4, 4: 2, 5: 2, 6: 0}",,Anti-biofilm antimicrobial biotech platform.
rizoflora_biotechnology_acq_by_stoller,Rizoflora Biotechnology (acq. by Stoller)),Bioinputs & Crop Resilience,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
rumina,Rumina,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 8, 6: 5}",farm; farming,Technology platform for sustainable dairy production.
ruuts,Ruuts,Nature & Ecosystem Tech,4,Lote/Producto,2.4,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 8, 5: 6, 6: 7}",food ingredient; food ingredient,Regenerative agriculture incentives and ecological outcome measurement.
samay,Samay,Diagnostics & Health Access,3,Organismo,-2.4,3.0,high,primary,"{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0}",,AI respiratory diagnosis and monitoring platform.
satellites_on_fire,Satellites on Fire,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 2, 4: 2, 5: 0, 6: 18}",ecosystem; biodiversity; planetary; carbon stock,"Real-time wildfire detection using satellites, cameras and AI."
satellogic,Satellogic,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 21}",ecosystem; satellite imager; planetary; conservation; climate risk,Earth-observation satellites for environmental and climate monitoring.
savefruit-mx,SaveFruit,Food Systems & Alt Proteins,5,Campo/Sistema,7.2,2.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 3, 6: 0}",harvest,
sciphage,SciPhage,Diagnostics & Health Access,3,Organismo,-2.4,2.33,low,primary,"{1: 2, 2: 4, 3: 5, 4: 0, 5: 5, 6: 0}",animal health,Bacteriophage bioproducts for animal health and food safety.
scitherm_therapeutics,Scitherm Therapeutics,Therapeutics,1,Molecular,-12.0,2.0,low,primary,"{1: 4, 2: 0, 3: 4, 4: 0, 5: 0, 6: 0}",,Thermogenic obesity therapeutics.
seedmatriz,SeedMatriz,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 2, 3: 5, 4: 0, 5: 9, 6: 2}",field; agronomic,Seed encapsulation and crop-establishment technology platform.
seedz,Seedz,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 12, 6: 2}",farm; agribusiness; agtech,"Agribusiness loyalty, marketplace and producer-intelligence platform."
selectivity,Selectivity,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 6, 4: 0, 5: 0, 6: 0}",patient; medical device,
semion,Semion,Bioinputs & Crop Resilience,1,Molecular,-12.0,2.0,low,primary,"{1: 2, 2: 0, 3: 0, 4: 0, 5: 2, 6: 2}",,Biotech to activate natural plant defenses.
sensify,Sensify,Nature & Ecosystem Tech,2,Celular,-7.2,3.0,low,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 2, 6: 2}",,Smart refrigeration and cold-chain intelligence platform.
sensix,Sensix,Farm Intelligence,5,Campo/Sistema,7.2,2.67,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 9, 6: 7}",field; field data,Remote-sensing and soil-data platform for decision agriculture.
sette,Sette,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 9, 6: 7}",field; agricultural production,Agricultural guarantees and credit-risk infrastructure.
siloreal,SiloReal,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 6, 6: 2}",field,Remote verification infrastructure for agricultural assets.
silohub,Silohub,Farm Intelligence,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 12, 6: 0}",precision agriculture; grain; agtech,Grain operations and ag-retail platform.
sima,Sima,Farm Intelligence,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 17, 6: 0}",field; precision agriculture; agronomic; crop monitoring; agtech,Plataforma agtech para monitoreo de cultivos y decisiones agronomicas.
single_strand_biotech,Single Strand Biotech,Therapeutics,3,Organismo,-2.4,1.0,medium,primary,"{1: 6, 2: 0, 3: 7, 4: 0, 5: 0, 6: 0}",therapeutic ,Synthetic oligonucleotide therapeutics company.
sioma,Sioma,Farm Intelligence,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 8, 6: 0}",precision agriculture; agtech,Tropical crop traceability and operational intelligence platform.
siquimia,Siquimia,Biomanufacturing & Fermentation Economy,1,Molecular,-12.0,2.0,high,primary,"{1: 6, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",peptide; reagent,
sistema-bio-mx,Sistema.bio,Biomaterials & Circular Economy,5,Campo/Sistema,7.2,1.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 12, 6: 0}",farm; farmer; smallholder; smallholder farmer,Designs modular biodigesters that convert animal waste into biogas and organic fertilizer for smallholder farmers.
smartbreeder,SmartBreeder,Farm Intelligence,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 11, 6: 0}",precision agriculture; agronomic; agtech,AI agronomic forecasting platform.
smatter,Smatter,Biomaterials & Circular Economy,2,Celular,-7.2,1.0,high,primary,"{1: 0, 2: 3, 3: 0, 4: 0, 5: 0, 6: 0}",microorganism,
solena-mx,Solena,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.0,medium,primary,"{1: 3, 2: 0, 3: 0, 4: 0, 5: 6, 6: 3}",farm; farmer,
solfium,Solfium,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 5}",planetary,"Solar, storage and e-mobility deployment platform for value-chain decarbonization."
solinftec,Solinftec,Farm Intelligence,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 6, 5: 9, 6: 2}",agribusiness; agtech,AI and autonomous agriculture platform.
solubio,Solubio Tecnologias Agricolas,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.57,high,primary,"{1: 2, 2: 4, 3: 0, 4: 0, 5: 11, 6: 0}",farm; farmer,On-farm biological input production system.
soygreen,SoyGREEN,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.0,medium,primary,"{1: 2, 2: 3, 3: 0, 4: 0, 5: 10, 6: 5}",farm; farming,Agricultural microbiology bioinputs for climate mitigation.
spaceag,SpaceAG,Farm Intelligence,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 14, 6: 2}",field; precision agriculture; agronomic; agtech,High-value crop agronomic workflow platform.
speclab,SpecLab,Diagnostics & Health Access,3,Organismo,-2.4,2.5,medium,primary,"{1: 0, 2: 2, 3: 4, 4: 0, 5: 3, 6: 0}",,AI spectral analytics and laboratory digitization platform.
speratum,Speratum,Therapeutics,1,Molecular,-12.0,2.0,low,primary,"{1: 3, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}", rna ,
spherebio,SphereBio,Therapeutics,1,Molecular,-12.0,1.8,medium,primary,"{1: 8, 2: 0, 3: 7, 4: 0, 5: 0, 6: 0}",,Personalized cancer vaccine and therapeutic platform.
splight,Splight,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 3, 6: 5}",planetary,AI for grid optimization and renewable energy integration.
spora_biotech,Spora Biotech,Biomaterials & Circular Economy,3,Organismo,-2.4,1.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
strider-br,Strider,Farm Intelligence,3,Organismo,-2.4,3.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
strong-by-form-cl,Strong by Form,Biomaterials & Circular Economy,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
stamm,Stämm,Biomanufacturing & Fermentation Economy,2,Celular,-7.2,2.2,medium,primary,"{1: 8, 2: 10, 3: 0, 4: 0, 5: 0, 6: 0}",bioreactor; bioprocess,High-throughput bioprocessing and Bio AI for biologics manufacturing.
sylvarum,Sylvarum,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,2.0,medium,primary,"{1: 2, 2: 2, 3: 3, 4: 0, 5: 8, 6: 4}",agtech,Non-thermal plasma seed-performance platform.
symbiomics,Symbiomics,Bioinputs & Crop Resilience,1,Molecular,-12.0,1.8,low,primary,"{1: 7, 2: 7, 3: 2, 4: 0, 5: 5, 6: 7}",genomic,Microbial discovery platform for high-performance agricultural biologicals.
synthetic_ocular_restoration,Synthetic Ocular Restoration,Therapeutics,3,Organismo,-2.4,1.5,medium,primary,"{1: 2, 2: 2, 3: 4, 4: 2, 5: 0, 6: 2}",,Engineered corneal tissue platform.
syocin-biotech,Syocin Biotech,Bioinputs & Crop Resilience,1,Molecular,-12.0,1.33,medium,primary,"{1: 7, 2: 4, 3: 2, 4: 0, 5: 4, 6: 3}",protein ,Precision protein biobactericides for crop protection.
tbit,TBIT,Farm Intelligence,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 2, 5: 9, 6: 2}",grain; agtech,AI seed and grain analysis platform.
tarvos-br,Tarvos,Farm Intelligence,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 12, 6: 5}",field; crop monitoring; soybean; cotton,Deploys AI-powered automated traps with computer vision to monitor and predict agricultural pest infestations at 95% acc
taugc-bioinformatics-br,TauGC Bioinformatics,Therapeutics,1,Molecular,-12.0,2.0,low,primary,"{1: 3, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",genomic,
tell,Tell,Diagnostics & Health Access,3,Organismo,-2.4,3.0,medium,primary,"{1: 2, 2: 0, 3: 4, 4: 2, 5: 0, 6: 0}",,Speech-based neurodegeneration detection platform.
tensor-care,Tensor Care,Diagnostics & Health Access,3,Organismo,-2.4,3.0,medium,primary,"{1: 0, 2: 2, 3: 4, 4: 0, 5: 0, 6: 2}",,Quantitative MRI analytics for joint diagnostics.
terramagna,TerraMagna,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 6, 6: 2}",agricultural production,Agricultural credit and receivables infrastructure.
terragene-ar,Terragene,Diagnostics & Health Access,3,Organismo,-2.4,1.0,medium,primary,"{1: 3, 2: 0, 3: 6, 4: 0, 5: 0, 6: 0}",healthcare; hospital,
tesabio_ai,Tesabio.ai,Therapeutics,3,Organismo,-2.4,2.0,high,primary,"{1: 3, 2: 0, 3: 7, 4: 0, 5: 0, 6: 0}",therapeutic ,AI-driven microRNA therapeutics platform.
the-earth-says,The Earth Says,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,2.33,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 13, 6: 6}",agtech; crop yield,AI pollination optimization platform.
the-live-green-co-cl,The Live Green Co,Food Systems & Alt Proteins,4,Lote/Producto,2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 3, 5: 0, 6: 0}",plant-based,
theravax,TheraVax,Therapeutics,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 6, 4: 0, 5: 0, 6: 0}",patient; therapeutic ,
thermy,Thermy,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",healthcare,
thyroidprint,ThyroidPrint,Diagnostics & Health Access,1,Molecular,-12.0,2.0,high,primary,"{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",molecular diagnostic,
tintte,Tintte,Biomaterials & Circular Economy,2,Celular,-7.2,1.0,high,primary,"{1: 4, 2: 14, 3: 0, 4: 2, 5: 0, 6: 0}",bioprocess; microorganism,Microbial biopigments for sustainable textile dyeing.
tismoo,Tismoo,Diagnostics & Health Access,1,Molecular,-12.0,2.0,low,primary,"{1: 3, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",genomic,
tissuelabs,TissueLabs,Therapeutics,3,Organismo,-2.4,1.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
tomorrow_foods,Tomorrow Foods,Food Systems & Alt Proteins,4,Lote/Producto,2.4,1.0,high,primary,"{1: 3, 2: 2, 3: 2, 4: 13, 5: 2, 6: 2}",plant-based; ingredient company; novel ingredient,Plant-based ingredient company.
tracestory,Tracestory,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 2, 5: 3, 6: 4}",,Plataforma de trazabilidad y transparencia para cadenas productivas.
traive,Traive,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 9, 6: 2}",agribusiness; agricultural production,AI-enabled agricultural credit and receivables infrastructure.
trebe_biotech,Trebe Biotech,Food Systems & Alt Proteins,2,Celular,-7.2,2.0,medium,primary,"{1: 3, 2: 9, 3: 0, 4: 2, 5: 5, 6: 4}",bioprocess,Complex protein production platform.
treevia-br,Treevia,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 5}",forest monitoring,"Forest intelligence platform using IoT sensors and machine learning to remotely monitor forest growth, health and carbon"
tuplaza,TuPlaza,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 9, 6: 2}",farm; farmer,Fresh produce distribution platform for grocery stores.
ubique_bio,Ubique Bio,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 3, 2: 0, 3: 7, 4: 0, 5: 0, 6: 0}",healthcare,Diagnostics with synthetic peptides.
um_grau_e_meio,Um Grau e Meio,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 2, 6: 19}",ecosystem; biodiversity; planetary; amazon; carbon stock,AI wildfire detection and forest-monitoring platform.
untech,UnTech,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 6, 4: 0, 5: 0, 6: 0}",,Biotech drug development for chronic wounds.
unibaio,Unibaio,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 2, 5: 5, 6: 2}",agtech,Natural microparticles that make agrochemicals and biologicals more efficient.
unima-mx,Unima,Diagnostics & Health Access,1,Molecular,-12.0,3.0,high,primary,"{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",antibod,
updairy,Updairy,Food Systems & Alt Proteins,2,Celular,-7.2,1.0,high,primary,"{1: 5, 2: 23, 3: 0, 4: 2, 5: 3, 6: 2}",fermentation; bioreactor; precision fermentation; ferment; microorganism,Animal-free dairy proteins through precision fermentation.
vaxinz,Vaxinz,Therapeutics,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
veloz_bio,Veloz Bio,Biomanufacturing & Fermentation Economy,1,Molecular,-12.0,2.0,low,primary,"{1: 6, 2: 6, 3: 0, 4: 3, 5: 0, 6: 0}",protein ; cell-free,
verqor,Verqor,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 12, 6: 2}",farm; farmer; agricultural finance,Digital agricultural finance and input-credit platform.
vetpix,Vetpix,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",veterinary,
vexxel_biotech,Vexxel Biotech,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.0,medium,primary,"{1: 3, 2: 0, 3: 0, 4: 0, 5: 4, 6: 2}",,Smart protein-based encapsulation.
viewmind,ViewMind,Diagnostics & Health Access,3,Organismo,-2.4,1.0,high,primary,"{1: 0, 2: 2, 3: 6, 4: 2, 5: 0, 6: 0}",,Ocular digital phenotyping for neurocognitive diagnostics.
virtech_bio,Virtech Bio,Therapeutics,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
vitales-br,Vitales,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,2.0,medium,primary,"{1: 0, 2: 6, 3: 0, 4: 0, 5: 9, 6: 0}",farm; farming; soybean,
voa,Voa,Farm Intelligence,5,Campo/Sistema,7.2,2.14,high,primary,"{1: 2, 2: 2, 3: 2, 4: 0, 5: 20, 6: 2}",farm; field; field monitoring; crop monitoring; agricultural production,Drone-enabled crop monitoring and biological-input application.
vyro-bio-br,Vyro Bio,Therapeutics,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 6, 4: 0, 5: 0, 6: 0}",therapeutic ; pediatric,
waterplan,Waterplan,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 7}",planetary,AI-native water-risk and stewardship platform.
wayakit,Wayakit,Biomaterials & Circular Economy,3,Organismo,-2.4,1.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
webio-ar,WeBio,Therapeutics,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
werk-nvac,WerkénVac,Bioinputs & Crop Resilience,3,Organismo,-2.4,2.0,medium,primary,"{1: 3, 2: 0, 3: 5, 4: 0, 5: 2, 6: 0}",animal health,Self-amplifying RNA vaccine for fish.
wiagro,Wiagro,Farm Intelligence,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 11, 6: 6}",harvest; grain,Post-harvest grain monitoring and traceability platform.
wiseconn-cl,Wiseconn,Farm Intelligence,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 12, 6: 0}",farm; field; irrigation; farmer,
xeptiva,Xeptiva,Therapeutics,3,Organismo,-2.4,2.33,high,primary,"{1: 0, 2: 0, 3: 10, 4: 0, 5: 2, 6: 0}",animal health; therapeutic ,Pet immunotherapy and therapeutic vaccine platform.
ymmunobio,Ymmunobio,Therapeutics,1,Molecular,-12.0,2.0,high,primary,"{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",antibod,
zev_biotech,ZEV Biotech,Diagnostics & Health Access,3,Organismo,-2.4,3.0,medium,primary,"{1: 5, 2: 0, 3: 7, 4: 0, 5: 0, 6: 0}",healthcare,Lab-deployable molecular diagnostics platform.
zavia_bio,Zavia Bio,Bioinputs & Crop Resilience,1,Molecular,-12.0,1.89,medium,primary,"{1: 13, 2: 10, 3: 0, 4: 0, 5: 5, 6: 2}",protein ; peptide; biomolecul,Designer-protein biological inputs for crop resilience.
zoomagri,ZoomAgri,Farm Intelligence,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 2, 5: 9, 6: 2}",precision agriculture; agtech,Computer-vision inspection and certification for agri commodities and food.
algaebio,algaebio+,Food Systems & Alt Proteins,4,Lote/Producto,2.4,1.0,medium,primary,"{1: 0, 2: 7, 3: 2, 4: 11, 5: 0, 6: 0}",functional food; nutraceutical; novel ingredient,Microalgae functional ingredients company.
goflux,goFlux,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 2, 5: 3, 6: 2}",,B2B freight management and carbon-aware logistics platform.
growpack,growPack,Biomaterials & Circular Economy,3,Organismo,-2.4,1.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
mabxience-ar,mAbxience,Therapeutics,1,Molecular,-12.0,2.0,high,primary,"{1: 12, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",antibod; monoclonal; biologics ; biosimilar,
metabix-biotech,metaBIX Biotech,Diagnostics & Health Access,3,Organismo,-2.4,3.0,medium,primary,"{1: 0, 2: 2, 3: 4, 4: 0, 5: 2, 6: 2}",,Environmental sampling and AI bio-vigilance platform.
microscopia,microscopIA,Diagnostics & Health Access,3,Organismo,-2.4,3.0,high,primary,"{1: 0, 2: 2, 3: 7, 4: 2, 5: 3, 6: 0}",veterinary,AI-enabled automated microscopy devices.
nchemi-br,nChemi,Therapeutics,1,Molecular,-12.0,2.0,high,primary,"{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",nanoparticle,
re_green,re.green,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 15}",ecosystem; carbon credit; biodiversity,Tropical forest restoration and carbon credit platform.
ucrop-it-ar,ucrop.it,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 9, 6: 8}",field; agribusiness; field data,Satellite-backed traceability platform that verifies sustainable agricultural practices across agribusiness supply chain
